,userId,movieId,rating,timestamp
0,1,296,5.0,1147880044
1,1,306,3.5,1147868817
2,1,307,5.0,1147868828
3,1,665,5.0,1147878820
4,1,899,3.5,1147868510
5,1,1088,4.0,1147868495
6,1,1175,3.5,1147868826
7,1,1217,3.5,1147878326
8,1,1237,5.0,1147868839
9,1,1250,4.0,1147868414
10,1,1260,3.5,1147877857
11,1,1653,4.0,1147868097
12,1,2011,2.5,1147868079
13,1,2012,2.5,1147868068
14,1,2068,2.5,1147869044
15,1,2161,3.5,1147868609
16,1,2351,4.5,1147877957
17,1,2573,4.0,1147878923
18,1,2632,5.0,1147878248
19,1,2692,5.0,1147869100
20,1,2843,4.5,1147868891
21,1,3448,4.0,1147868480
22,1,3569,5.0,1147879603
23,1,3949,5.0,1147868678
24,1,4144,5.0,1147868898
25,1,4308,3.0,1147868534
26,1,4325,5.0,1147878122
27,1,4422,3.0,1147869048
28,1,4703,4.0,1147869223
29,1,4973,4.5,1147869080
30,1,5147,4.0,1147877654
31,1,5269,0.5,1147879571
32,1,5684,2.0,1147879797
33,1,5767,5.0,1147878729
34,1,5878,4.0,1147868807
35,1,5912,3.0,1147878698
36,1,5952,4.0,1147868053
37,1,6016,5.0,1147869090
38,1,6370,4.5,1147869191
39,1,6377,4.0,1147868469
40,1,6539,3.5,1147868461
41,1,6711,5.0,1147868622
42,1,6954,3.5,1147869150
43,1,7209,4.0,1147877986
44,1,7234,4.5,1147868869
45,1,7318,2.0,1147879850
46,1,7323,3.5,1147869119
47,1,7327,3.5,1147868855
48,1,7361,5.0,1147880055
49,1,7365,4.0,1147869033
50,1,7820,2.5,1147878050
51,1,7937,3.0,1147878055
52,1,7938,2.5,1147878063
53,1,7939,2.5,1147869183
54,1,7940,4.5,1147877967
55,1,8014,3.5,1147869155
56,1,8154,5.0,1147868865
57,1,8327,5.0,1147879375
58,1,8360,4.0,1147868682
59,1,8405,3.5,1147878095
60,1,8685,1.0,1147878023
61,1,8729,3.5,1147878452
62,1,8786,4.0,1147877853
63,1,8873,3.0,1147869094
64,1,8973,4.0,1147869211
65,1,27193,3.0,1147879774
66,1,27266,4.5,1147879365
67,1,27721,3.0,1147869115
68,1,31956,3.5,1147877610
69,1,32591,5.0,1147879538
70,2,1,3.5,1141415820
71,2,62,0.5,1141417130
72,2,110,5.0,1141416589
73,2,150,4.0,1141415790
74,2,151,4.5,1141415643
75,2,236,4.0,1141415659
76,2,260,5.0,1141417172
77,2,261,0.5,1141417855
78,2,266,1.0,1141415926
79,2,318,5.0,1141417181
80,2,333,5.0,1141415931
81,2,349,4.5,1141417045
82,2,356,4.5,1141416637
83,2,364,4.5,1141417077
84,2,380,1.0,1141415808
85,2,457,5.0,1141416618
86,2,480,2.0,1141417088
87,2,497,4.0,1141415566
88,2,524,3.5,1141417112
89,2,527,5.0,1141415816
90,2,534,4.5,1141417814
91,2,553,2.0,1141415539
92,2,588,2.0,1141417189
93,2,589,4.0,1141416748
94,2,653,3.0,1141415552
95,2,733,4.5,1141415905
96,2,858,3.5,1141416926
97,2,914,4.0,1141417642
98,2,953,4.5,1141417487
99,2,1035,1.0,1141415899
100,2,1080,1.0,1141415532
101,2,1136,5.0,1141417950
102,2,1196,5.0,1141417198
103,2,1197,5.0,1141415874
104,2,1198,4.0,1141417032
105,2,1201,2.5,1141415887
106,2,1210,5.0,1141416665
107,2,1246,4.0,1141416793
108,2,1257,5.0,1141417313
109,2,1270,4.0,1141417013
110,2,1271,1.5,1141417736
111,2,1275,4.5,1141417237
112,2,1283,4.0,1141416205
113,2,1287,5.0,1141417140
114,2,1291,5.0,1141416603
115,2,1293,5.0,1141417937
116,2,1299,1.0,1141416220
117,2,1302,3.0,1141417036
118,2,1356,5.0,1141417272
119,2,1374,4.5,1141415576
120,2,1376,5.0,1141417402
121,2,1393,4.0,1141417243
122,2,1431,3.0,1141416190
123,2,1465,3.0,1141417875
124,2,1485,3.0,1141415592
125,2,1488,5.0,1141416185
126,2,1527,3.0,1141417716
127,2,1580,4.5,1141417059
128,2,1584,5.0,1141416806
129,2,1587,1.0,1141416172
130,2,1610,5.0,1141416601
131,2,1653,4.5,1141415586
132,2,1672,4.5,1141417310
133,2,1674,4.0,1141417397
134,2,1682,4.5,1141415845
135,2,1693,4.0,1141417194
136,2,1722,0.5,1141415864
137,2,1873,4.0,1141416788
138,2,1907,4.0,1141417054
139,2,1923,0.5,1141417516
140,2,1957,3.5,1141416148
141,2,1968,1.0,1141415850
142,2,2028,4.0,1141415840
143,2,2081,1.5,1141415857
144,2,2083,4.5,1141417581
145,2,2115,3.5,1141417320
146,2,2138,4.5,1141416899
147,2,2139,4.0,1141416834
148,2,2150,5.0,1141418008
149,2,2194,5.0,1141415685
150,2,2268,4.5,1141416973
151,2,2273,2.0,1141416159
152,2,2294,4.5,1141416879
153,2,2324,1.5,1141417726
154,2,2355,4.5,1141416727
155,2,2359,5.0,1141417423
156,2,2406,2.5,1141415647
157,2,2470,5.0,1141415787
158,2,2496,4.0,1141416084
159,2,2501,4.5,1141416992
160,2,2571,5.0,1141416743
161,2,2617,4.0,1141415674
162,2,2640,5.0,1141415619
163,2,2643,0.5,1141416130
164,2,2694,4.0,1141416108
165,2,2720,0.5,1141416127
166,2,2745,5.0,1141416889
167,2,2761,0.5,1141417472
168,2,2762,4.0,1141415823
169,2,2797,1.0,1141415509
170,2,2918,4.5,1141417214
171,2,2987,0.5,1141417894
172,2,3098,3.0,1141417049
173,2,3105,4.0,1141417224
174,2,3107,3.0,1141416048
175,2,3114,4.5,1141416634
176,2,3148,2.0,1141417561
177,2,3175,3.5,1141417288
178,2,3360,5.0,1141417108
179,2,3396,4.5,1141417711
180,2,3479,2.0,1141416018
181,2,3510,4.0,1141416005
182,2,3578,5.0,1141415803
183,2,3793,5.0,1141416682
184,2,3889,2.5,1141416465
185,2,3916,3.0,1141416027
186,2,3948,3.0,1141415798
187,2,3994,3.0,1141416826
188,2,4016,5.0,1141417302
189,2,4019,3.5,1141416607
190,2,4022,5.0,1141415827
191,2,4023,3.0,1141417651
192,2,4103,4.5,1141417831
193,2,4299,4.5,1141415991
194,2,4306,4.5,1141416668
195,2,4535,3.0,1141417024
196,2,4571,1.5,1141415984
197,2,4720,4.0,1141416850
198,2,4857,1.0,1141415978
199,2,4874,4.5,1141417848
200,2,4886,5.0,1141415669
201,2,4896,5.0,1141416646
202,2,4963,4.0,1141416715
203,2,4993,5.0,1141417201
204,2,4995,5.0,1141416710
205,2,5010,2.0,1141417260
206,2,5103,5.0,1141417118
207,2,5349,5.0,1141416664
208,2,5418,5.0,1141416643
209,2,5445,3.5,1141415632
210,2,5574,3.0,1141416403
211,2,5816,5.0,1141415950
212,2,5952,5.0,1141415528
213,2,5955,4.0,1141417229
214,2,6156,2.0,1141416367
215,2,6157,3.5,1141415970
216,2,6213,2.5,1141416376
217,2,6287,2.0,1141416381
218,2,6311,5.0,1141417263
219,2,6333,5.0,1141416621
220,2,6539,5.0,1141417009
221,2,6565,3.0,1141417018
222,2,6753,3.0,1141416362
223,2,6879,5.0,1141417251
224,2,6947,4.0,1141417529
225,2,7004,2.0,1141416351
226,2,7007,0.5,1141416347
227,2,7075,5.0,1141417136
228,2,7090,2.0,1141417947
229,2,7143,5.0,1141416613
230,2,7153,5.0,1141416779
231,2,7162,0.5,1141417617
232,2,7386,4.0,1141416631
233,2,7624,3.5,1141417410
234,2,8010,5.0,1141417603
235,2,8360,4.0,1141416674
236,2,8368,5.0,1141416671
237,2,8636,5.0,1141416722
238,2,8665,4.0,1141416737
239,2,8958,2.5,1141417439
240,2,8961,4.5,1141415946
241,2,8970,5.0,1141417268
242,2,27821,4.5,1141416326
243,2,30749,5.0,1141417778
244,2,30848,0.5,1141417769
245,2,31923,3.5,1141416839
246,2,33166,0.5,1141417699
247,2,33493,4.5,1141416763
248,2,33660,5.0,1141416970
249,2,33794,5.0,1141416640
250,2,34162,0.5,1141416317
251,2,35836,0.5,1141417449
252,2,36527,3.5,1141417382
253,2,40815,5.0,1141416609
254,3,1,4.0,1439472215
255,3,29,4.5,1484754967
256,3,32,4.5,1439474635
257,3,50,5.0,1439474391
258,3,111,4.0,1484753849
259,3,172,4.0,1439474871
260,3,173,3.0,1439474869
261,3,214,5.0,1484753888
262,3,260,4.0,1439472239
263,3,293,5.0,1484753912
264,3,296,5.0,1439474476
265,3,318,4.0,1439472424
266,3,356,4.0,1439472199
267,3,442,3.5,1439474867
268,3,480,2.0,1439472219
269,3,527,4.0,1439472436
270,3,541,5.0,1439474625
271,3,589,4.0,1439474657
272,3,593,4.0,1439472203
273,3,741,5.0,1484753808
274,3,745,5.0,1439474467
275,3,778,5.0,1484753842
276,3,780,3.5,1439474667
277,3,858,5.0,1439474389
278,3,912,4.5,1439474408
279,3,913,4.0,1439474487
280,3,924,5.0,1439474638
281,3,1089,4.0,1484753654
282,3,1127,3.5,1439474725
283,3,1148,5.0,1439474452
284,3,1196,4.0,1439472427
285,3,1198,3.0,1439472431
286,3,1200,4.0,1439474650
287,3,1201,4.0,1439474517
288,3,1206,4.0,1453904021
289,3,1208,4.0,1453904031
290,3,1210,4.0,1439472442
291,3,1213,5.0,1484754156
292,3,1214,4.0,1439474640
293,3,1217,5.0,1439474455
294,3,1221,5.0,1439474393
295,3,1222,4.0,1484754339
296,3,1240,4.0,1439474652
297,3,1252,5.0,1484753938
298,3,1270,3.5,1439472211
299,3,1274,4.5,1566088819
300,3,1320,3.5,1439474823
301,3,1356,4.0,1439474760
302,3,1527,4.5,1439474632
303,3,1584,4.0,1439474677
304,3,1653,5.0,1439474631
305,3,1676,3.5,1439474766
306,3,1682,4.0,1439475125
307,3,1732,4.5,1566091883
308,3,1748,4.5,1439474697
309,3,1882,2.0,1439475127
310,3,1909,4.0,1439475123
311,3,1960,4.0,1566090766
312,3,2019,5.0,1439474441
313,3,2021,4.0,1566089449
314,3,2105,3.0,1439474763
315,3,2329,5.0,1439474463
316,3,2542,4.5,1484756352
317,3,2571,4.0,1439472221
318,3,2628,4.0,1439474669
319,3,2641,3.0,1439475106
320,3,2858,5.0,1439474474
321,3,2938,4.0,1484754240
322,3,2959,5.0,1439474417
323,3,3091,4.0,1484754262
324,3,3156,4.5,1439474758
325,3,3285,3.0,1439473082
326,3,3300,4.5,1439472928
327,3,3301,4.0,1439472975
328,3,3328,3.5,1484754130
329,3,3408,3.5,1566089773
330,3,3452,3.0,1439473280
331,3,3471,4.0,1439474733
332,3,3484,3.0,1439473859
333,3,3527,4.0,1439474769
334,3,3534,3.0,1439473180
335,3,3535,4.0,1439472877
336,3,3578,4.5,1439472619
337,3,3646,2.0,1439473733
338,3,3702,4.5,1439474992
339,3,3730,4.0,1484754549
340,3,3744,4.0,1439473299
341,3,3745,3.5,1439474994
342,3,3751,4.0,1566089764
343,3,3753,3.0,1439472727
344,3,3755,3.0,1566089804
345,3,3785,3.0,1439472869
346,3,3793,4.0,1439472629
347,3,3798,3.0,1439473012
348,3,3825,2.0,1439473317
349,3,3827,2.5,1439473123
350,3,3863,3.0,1439472882
351,3,3879,3.5,1439474297
352,3,3948,3.0,1566089739
353,3,3968,3.0,1566090300
354,3,3969,4.0,1439473087
355,3,3977,2.5,1566089769
356,3,3979,2.5,1439473505
357,3,3980,4.0,1439473434
358,3,3986,3.5,1566090182
359,3,3988,3.0,1566089944
360,3,3991,2.0,1439474120
361,3,3993,4.5,1439473699
362,3,3994,4.0,1439472741
363,3,3996,4.0,1439472633
364,3,3999,3.0,1439473446
365,3,4011,4.0,1484753766
366,3,4018,3.0,1439472871
367,3,4019,4.0,1439473061
368,3,4022,4.0,1439472692
369,3,4023,4.0,1439473162
370,3,4025,2.5,1439472828
371,3,4027,4.5,1439472670
372,3,4034,4.0,1566089779
373,3,4069,3.0,1566090275
374,3,4148,3.5,1566089865
375,3,4167,3.5,1439474137
376,3,4226,4.0,1439472627
377,3,4232,3.5,1439473334
378,3,4234,3.5,1439474211
379,3,4246,3.0,1439472762
380,3,4262,4.5,1566091872
381,3,4306,4.0,1439472624
382,3,4308,3.0,1439472792
383,3,4340,2.0,1439474202
384,3,4343,3.0,1439473242
385,3,4344,4.0,1453904339
386,3,4366,3.5,1439473740
387,3,4367,3.0,1439472920
388,3,4368,2.0,1439474032
389,3,4369,4.0,1439472989
390,3,4383,4.0,1566089403
391,3,4388,3.0,1439473379
392,3,4447,2.5,1439472860
393,3,4448,4.0,1566090382
394,3,4571,3.0,1439474819
395,3,4643,4.0,1439472888
396,3,4701,3.0,1439473079
397,3,4718,2.5,1566089843
398,3,4776,4.0,1566089836
399,3,4816,3.5,1439472917
400,3,4844,4.0,1439473780
401,3,4866,4.0,1439474237
402,3,4874,3.5,1439473033
403,3,4886,4.0,1439472640
404,3,4887,3.0,1439473813
405,3,4901,4.0,1439473096
406,3,4958,3.5,1566090528
407,3,4963,4.0,1439472648
408,3,4975,3.5,1439474729
409,3,4979,4.0,1439472751
410,3,4992,3.5,1439473536
411,3,4993,4.0,1439472446
412,3,4995,4.0,1439472659
413,3,5004,4.0,1484754133
414,3,5013,4.0,1439473023
415,3,5014,4.0,1439473492
416,3,5108,3.5,1439474091
417,3,5218,4.0,1439472773
418,3,5219,3.5,1439473238
419,3,5225,4.0,1439473200
420,3,5254,3.0,1439473175
421,3,5266,3.5,1566089889
422,3,5291,5.0,1439474459
423,3,5293,3.5,1439473844
424,3,5313,2.5,1566090511
425,3,5349,4.0,1439472655
426,3,5364,3.5,1439474018
427,3,5377,3.0,1439472848
428,3,5378,3.5,1566089728
429,3,5388,3.5,1439473036
430,3,5400,4.0,1439473392
431,3,5418,5.0,1439472664
432,3,5445,3.5,1439472642
433,3,5449,2.5,1439473503
434,3,5459,3.5,1439475011
435,3,5479,3.5,1439474177
436,3,5502,3.0,1439474826
437,3,5507,3.5,1566090153
438,3,5528,3.5,1439473236
439,3,5574,4.0,1566090162
440,3,5630,3.0,1439473148
441,3,5669,3.5,1439472771
442,3,5679,3.0,1439472831
443,3,5782,4.0,1484754375
444,3,5785,2.0,1439473549
445,3,5810,3.5,1566089950
446,3,5816,3.5,1439472711
447,3,5853,3.0,1439475132
448,3,5872,4.0,1439473111
449,3,5900,3.0,1566090983
450,3,5903,4.0,1439472958
451,3,5944,3.5,1439474792
452,3,5945,4.0,1439473098
453,3,5952,4.0,1439472616
454,3,5954,4.5,1566090236
455,3,5956,4.0,1439472976
456,3,5959,4.0,1439474161
457,3,5989,4.0,1566089705
458,3,5991,4.0,1439472890
459,3,6016,4.0,1439472724
460,3,6059,3.5,1439473716
461,3,6155,3.0,1439473383
462,3,6156,3.0,1439473719
463,3,6213,3.0,1439474266
464,3,6281,2.5,1566089962
465,3,6283,4.5,1439473702
466,3,6287,3.0,1439473304
467,3,6323,4.0,1439473218
468,3,6333,4.0,1439474711
469,3,6365,4.0,1566089715
470,3,6373,3.0,1439472840
471,3,6377,4.0,1439472644
472,3,6378,3.0,1439472826
473,3,6383,4.0,1439473360
474,3,6440,4.0,1484754172
475,3,6482,2.0,1439474304
476,3,6502,3.0,1439472812
477,3,6534,3.5,1439473160
478,3,6535,2.0,1439473923
479,3,6537,3.5,1566089810
480,3,6539,4.0,1439472631
481,3,6541,3.5,1439473225
482,3,6548,3.0,1566090343
483,3,6550,3.0,1439473977
484,3,6564,3.5,1439473628
485,3,6586,3.5,1439473791
486,3,6595,3.0,1439473739
487,3,6708,4.0,1566090171
488,3,6711,4.0,1566089746
489,3,6754,4.0,1439473290
490,3,6863,3.0,1439472855
491,3,6870,4.5,1566089815
492,3,6873,3.5,1439473773
493,3,6874,4.5,1439472662
494,3,6879,4.0,1566090547
495,3,6934,4.0,1439472753
496,3,6952,3.5,1439473972
497,3,7090,4.0,1439472968
498,3,7143,2.5,1566089787
499,3,7147,4.5,1439472748
500,3,7149,4.0,1439473643
501,3,7153,4.0,1439472617
502,3,7154,4.0,1439473932
503,3,7163,3.5,1439473766
504,3,7293,3.0,1439473031
505,3,7325,2.0,1439473462
506,3,7346,3.0,1439473881
507,3,7347,4.0,1439473723
508,3,7361,4.5,1439472657
509,3,7373,4.0,1439473075
510,3,7438,4.0,1439472687
511,3,7439,3.5,1439474229
512,3,7445,3.5,1566089938
513,3,7454,3.5,1439473362
514,3,7458,4.0,1439473039
515,3,8360,3.5,1566089759
516,3,8361,2.5,1439473044
517,3,8368,4.0,1439472721
518,3,8370,4.0,1484754297
519,3,8371,4.5,1439473451
520,3,8528,3.0,1484753681
521,3,8529,3.5,1439473120
522,3,8641,4.0,1439473100
523,3,8644,4.0,1439474674
524,3,8665,4.0,1439472715
525,3,8666,3.0,1439474272
526,3,8781,3.5,1439473726
527,3,8783,4.0,1566090061
528,3,8798,3.5,1439472905
529,3,8810,3.0,1439473370
530,3,8861,3.5,1566090480
531,3,8865,4.0,1439473526
532,3,8874,4.0,1439472782
533,3,8958,4.0,1439473330
534,3,8961,4.0,1439472667
535,3,8965,4.0,1439474142
536,3,8969,3.0,1439473896
537,3,8983,4.0,1566090312
538,3,8984,4.0,1439473057
539,3,8985,3.5,1439473892
540,3,27134,4.5,1566089394
541,3,27660,4.0,1566090435
542,3,27706,3.5,1566090256
543,3,27728,5.0,1484754362
544,3,27773,5.0,1484756506
545,3,27793,3.0,1439475078
546,3,27803,4.0,1439474285
547,3,27808,3.0,1439473876
548,3,30707,4.0,1439472844
549,3,30793,3.5,1439472479
550,3,30825,3.5,1439473268
551,3,31184,4.0,1439474794
552,3,31221,3.0,1566091270
553,3,31685,3.0,1439473295
554,3,31696,4.0,1439473266
555,3,31804,4.5,1566089576
556,3,31878,4.0,1566090284
557,3,32587,4.0,1453904048
558,3,33004,4.0,1439473064
559,3,33166,4.0,1439472893
560,3,33493,4.0,1439472757
561,3,33615,4.0,1566089987
562,3,33679,3.0,1439472505
563,3,33794,4.0,1439472682
564,3,34048,3.0,1453904085
565,3,34150,3.5,1439473337
566,3,34162,3.0,1439472494
567,3,34319,3.5,1439473276
568,3,34405,4.0,1439474649
569,3,34437,4.0,1453904174
570,3,35836,3.0,1453904088
571,3,36519,4.0,1439474159
572,3,36529,4.0,1453904094
573,3,37386,4.0,1439474727
574,3,37727,3.0,1439474146
575,3,37729,4.0,1439475232
576,3,37741,4.5,1439473464
577,3,39435,3.0,1566091231
578,3,40583,4.0,1453904175
579,3,40815,4.0,1453904062
580,3,40819,4.0,1439473007
581,3,41566,4.0,1439472491
582,3,41569,3.0,1453904104
583,3,42738,4.0,1439473942
584,3,43928,2.5,1439474784
585,3,44022,4.0,1439473713
586,3,44191,4.0,1453904046
587,3,45186,3.5,1453904145
588,3,45447,3.5,1439473102
589,3,45499,4.0,1439473006
590,3,45501,3.0,1439474308
591,3,45517,4.0,1453904123
592,3,45666,3.0,1566091191
593,3,45672,3.0,1439473805
594,3,45722,4.0,1453904066
595,3,46335,3.5,1566090886
596,3,46578,4.0,1439472759
597,3,46965,3.0,1439474080
598,3,46970,3.5,1439473787
599,3,46972,3.0,1439473636
600,3,47200,4.0,1439473948
601,3,47610,4.0,1453904083
602,3,48385,3.5,1453904077
603,3,48394,4.5,1439472775
604,3,48516,5.0,1439474526
605,3,48738,4.0,1439473315
606,3,48774,4.0,1439472857
607,3,48780,4.0,1439472814
608,3,49272,4.0,1439472745
609,3,49274,4.0,1439474108
610,3,49278,3.5,1439473651
611,3,49530,3.5,1439472498
612,3,49822,4.0,1566091372
613,3,50068,4.0,1439473810
614,3,50872,4.0,1439472823
615,3,51255,4.0,1439472961
616,3,51662,4.0,1453904054
617,3,51935,4.0,1439473890
618,3,52604,4.0,1439474122
619,3,52722,3.5,1439475230
620,3,52950,4.5,1566089429
621,3,53121,3.5,1439473816
622,3,53125,4.0,1453904101
623,3,53129,4.0,1566091034
624,3,53464,3.5,1566089216
625,3,53972,4.0,1439473311
626,3,53996,4.0,1439473053
627,3,54001,4.0,1439473020
628,3,54286,4.0,1439472789
629,3,54503,3.5,1439472503
630,3,54648,3.0,1566091214
631,3,54997,4.0,1439473187
632,3,55232,4.0,1439474288
633,3,55765,4.0,1453904108
634,3,55805,4.0,1566091482
635,3,55820,5.0,1453904059
636,3,56145,3.0,1439474950
637,3,56156,3.0,1566091337
638,3,56171,4.5,1439474030
639,3,56174,3.5,1439472982
640,3,56587,4.0,1439474046
641,3,56782,4.5,1439473117
642,3,56949,3.0,1566089225
643,3,57368,2.5,1439474739
644,3,57528,3.0,1566090711
645,3,57640,4.0,1439473803
646,3,57669,3.0,1566089850
647,3,58025,3.0,1439473902
648,3,58559,5.0,1439472439
649,3,59315,4.0,1439472744
650,3,59369,3.0,1439473149
651,3,59501,3.5,1566090550
652,3,59615,3.0,1453904126
653,3,59784,4.0,1453904111
654,3,59900,3.0,1566090909
655,3,60040,3.0,1453904151
656,3,60069,4.0,1439472729
657,3,60072,3.5,1439473704
658,3,60074,4.0,1439473455
659,3,60126,3.0,1439474081
660,3,60684,4.5,1439474658
661,3,60756,3.5,1439474134
662,3,60760,3.0,1484756308
663,3,61132,3.0,1439473427
664,3,61160,4.0,1439474953
665,3,61248,2.5,1566091265
666,3,61323,4.0,1439473297
667,3,61350,3.0,1484756298
668,3,62849,4.0,1439474270
669,3,62999,3.5,1566090989
670,3,63062,4.0,1439474018
671,3,63072,4.0,1439474189
672,3,63113,4.0,1439473453
673,3,63859,4.0,1439474068
674,3,63876,4.0,1439473681
675,3,64030,3.5,1566091323
